Two Well Example for GSLIB
9
Well Number
X Position
Depth
Elevation
facies
VCLAY
Porosity
Permeability
Log10 Permeability
1   0.0    0.00    0.00 1 0.428  0.143    -9.990 -9.990
1   0.0    0.10   -0.10 1 0.432  0.130    -9.990 -9.990
1   0.0    0.20   -0.20 1 0.434  0.120    -9.990 -9.990
1   0.0    0.30   -0.30 1 0.437  0.110    -9.990 -9.990
1   0.0    0.40   -0.40 1 0.455  0.099    -9.990 -9.990
1   0.0    0.50   -0.50 1 0.482  0.087    -9.990 -9.990
1   0.0    0.60   -0.60 1 0.504  0.079    -9.990 -9.990
1   0.0    0.70   -0.70 1 0.504  0.083    -9.990 -9.990
1   0.0    0.80   -0.80 1 0.487  0.093    -9.990 -9.990
1   0.0    0.90   -0.90 1 0.468  0.099    -9.990 -9.990
1   0.0    1.00   -1.00 1 0.452  0.100    -9.990 -9.990
1   0.0    1.10   -1.10 1 0.450  0.087    -9.990 -9.990
1   0.0    1.20   -1.20 1 0.459  0.068    -9.990 -9.990
1   0.0    1.30   -1.30 1 0.476  0.046    -9.990 -9.990
1   0.0    1.40   -1.40 1 0.484  0.034    -9.990 -9.990
1   0.0    1.50   -1.50 1 0.468  0.039    -9.990 -9.990
1   0.0    1.60   -1.60 1 0.448  0.046    -9.990 -9.990
1   0.0    1.70   -1.70 1 0.445  0.046    -9.990 -9.990
1   0.0    1.80   -1.80 1 0.439  0.049    -9.990 -9.990
1   0.0    1.90   -1.90 1 0.422  0.060    -9.990 -9.990
1   0.0    2.00   -2.00 1 0.390  0.079    -9.990 -9.990
1   0.0    2.10   -2.10 1 0.372  0.101    -9.990 -9.990
1   0.0    2.20   -2.20 1 0.345  0.132    -9.990 -9.990
1   0.0    2.30   -2.30 1 0.309  0.168    38.665  1.587
1   0.0    2.40   -2.40 0 0.255  0.204   322.248  2.508
1   0.0    2.50   -2.50 0 0.269  0.209   242.343  2.384
1   0.0    2.60   -2.60 1 0.308  0.197    61.141  1.786
1   0.0    2.70   -2.70 1 0.342  0.174     8.108  0.909
1   0.0    2.80   -2.80 1 0.373  0.150    -9.990 -9.990
1   0.0    2.90   -2.90 1 0.397  0.132    -9.990 -9.990
1   0.0    3.00   -3.00 1 0.411  0.121    -9.990 -9.990
1   0.0    3.10   -3.10 1 0.404  0.127    -9.990 -9.990
1   0.0    3.20   -3.20 1 0.395  0.134    -9.990 -9.990
1   0.0    3.30   -3.30 1 0.385  0.141    -9.990 -9.990
1   0.0    3.40   -3.40 1 0.381  0.141    -9.990 -9.990
1   0.0    3.50   -3.50 1 0.373  0.142    -9.990 -9.990
1   0.0    3.60   -3.60 1 0.362  0.142    -9.990 -9.990
1   0.0    3.70   -3.70 1 0.348  0.143    -9.990 -9.990
1   0.0    3.80   -3.80 1 0.345  0.142    -9.990 -9.990
1   0.0    3.90   -3.90 1 0.341  0.141    -9.990 -9.990
1   0.0    4.00   -4.00 1 0.336  0.141    -9.990 -9.990
1   0.0    4.10   -4.10 1 0.335  0.137    -9.990 -9.990
1   0.0    4.20   -4.20 1 0.329  0.138    -9.990 -9.990
1   0.0    4.30   -4.30 1 0.319  0.141    -9.990 -9.990
1   0.0    4.40   -4.40 1 0.318  0.143    -9.990 -9.990
1   0.0    4.50   -4.50 1 0.324  0.142    -9.990 -9.990
1   0.0    4.60   -4.60 1 0.331  0.140    -9.990 -9.990
1   0.0    4.70   -4.70 1 0.336  0.138    -9.990 -9.990
1   0.0    4.80   -4.80 1 0.346  0.138    -9.990 -9.990
1   0.0    4.90   -4.90 1 0.362  0.136    -9.990 -9.990
1   0.0    5.00   -5.00 1 0.385  0.132    -9.990 -9.990
1   0.0    5.10   -5.10 1 0.392  0.133    -9.990 -9.990
1   0.0    5.20   -5.20 1 0.383  0.142    -9.990 -9.990
1   0.0    5.30   -5.30 1 0.363  0.153    -9.990 -9.990
1   0.0    5.40   -5.40 1 0.355  0.154    -9.990 -9.990
1   0.0    5.50   -5.50 1 0.358  0.149    -9.990 -9.990
1   0.0    5.60   -5.60 1 0.366  0.142    -9.990 -9.990
1   0.0    5.70   -5.70 1 0.374  0.137    -9.990 -9.990
1   0.0    5.80   -5.80 1 0.392  0.128    -9.990 -9.990
1   0.0    5.90   -5.90 1 0.405  0.122    -9.990 -9.990
1   0.0    6.00   -6.00 1 0.411  0.120    -9.990 -9.990
1   0.0    6.10   -6.10 1 0.393  0.129    -9.990 -9.990
1   0.0    6.20   -6.20 1 0.390  0.128    -9.990 -9.990
1   0.0    6.30   -6.30 1 0.395  0.120    -9.990 -9.990
1   0.0    6.40   -6.40 1 0.375  0.127    -9.990 -9.990
1   0.0    6.50   -6.50 1 0.369  0.122    -9.990 -9.990
1   0.0    6.60   -6.60 1 0.367  0.115    -9.990 -9.990
1   0.0    6.70   -6.70 1 0.362  0.112    -9.990 -9.990
1   0.0    6.80   -6.80 1 0.334  0.120    -9.990 -9.990
1   0.0    6.90   -6.90 1 0.309  0.128    -9.990 -9.990
1   0.0    7.00   -7.00 0 0.292  0.133    -9.990 -9.990
1   0.0    7.10   -7.10 0 0.276  0.140     1.187  0.074
1   0.0    7.20   -7.20 0 0.263  0.147    47.994  1.681
1   0.0    7.30   -7.30 0 0.253  0.155   127.097  2.104
1   0.0    7.40   -7.40 0 0.248  0.160   169.162  2.228
1   0.0    7.50   -7.50 0 0.248  0.163   181.579  2.259
1   0.0    7.60   -7.60 0 0.251  0.164   167.702  2.225
1   0.0    7.70   -7.70 0 0.259  0.161   117.116  2.069
1   0.0    7.80   -7.80 0 0.276  0.156    45.328  1.656
1   0.0    7.90   -7.90 0 0.296  0.151    -9.990 -9.990
1   0.0    8.00   -8.00 1 0.321  0.147    -9.990 -9.990
1   0.0    8.10   -8.10 1 0.342  0.143    -9.990 -9.990
